CANDIDATE_ID,CANDIDATE_NAME,CANDIDATE_OFFICE,CANDIDATE_STATE,CANDIDATE_DISTRICT,COMMITTEE_ID,COMMITTEE_NAME,SB_IMAGE_NUM,PAYEE_NAME,PAYEE_STREET,PAYEE_CITY,PAYEE_STATE,DISBURSEMENT_DESCRIPTION,DISBURSEMENT_DATE,COMMUNICATION_DATE,PUBLIC_DISBURSEMENT_DATE,REPORTED_DISBURSEMENT_AMOUNT,NUMBER_OF_CANDIDATES,CALCULATED_CANDIDATE_SHARE
"","","","","","C30002851","AMERICAN BANKERS ASSOCIATION","202010149285795235","REVOLUTION MEDIA GROUP","500 MONTGOMERY STREET","ALEXANDRIA","VA","RECOVERING ELECTIONEERING COMMUNICATION - TV","14-OCT-20","14-OCT-20","14-OCT-20","125000","1","125000"
"S0DE00092","COONS, CHRISTOPHER A.","S","DE","00","C30002430","AMERICAN CHEMISTRY COUNCIL INC","202008269267005105","MCMAHON STRATEGIES LLC","26780 HICKORY BLVD","BONITA SPRINGS","FL","INTERNET BROADCAST AND CABLE TV ADS: THANKS SENATOR COONS ACCTVDECC101H","21-AUG-20","26-AUG-20","26-AUG-20","164541","1","164541"
"","","","","","C30002430","AMERICAN CHEMISTRY COUNCIL INC","202010089285065144","THE ORANGE AGENCY","2111 EISENHOWER AVE","ALEXANDRIA","VA","INTERNET BROADCAST AND CABLE TV ADS: LEADERSHIP","21-AUG-20","08-OCT-20","08-OCT-20","184329","1","184329"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002885","AMERICAN CIVIL LIBERTIES UNION INC.","202005089232630432","MCKENNA MEDIA INC.","3000 CHESTNUT AVENUE","BALTIMORE","MD","TV ADVERTISEMENT PRODUCTION EXPENSES - REFORM OUR SURVEILLANCE LAWS","02-MAY-20","08-MAY-20","08-MAY-20","4700","1","4700"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002885","AMERICAN CIVIL LIBERTIES UNION INC.","202005089232630432","SAGE MEDIA PLANNING & PLACEMENT","1322 G ST. SE","WASHINGTON","DC","TV ADVERTISEMENT AD BUY - REFORM OUR SURVEILLANCE LAWS","02-MAY-20","08-MAY-20","08-MAY-20","17930","1","17930"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002885","AMERICAN CIVIL LIBERTIES UNION INC.","202008189261345226","JOE TRIPPI & ASSOCIATES INC.","606A N TALBOT STREET","ST. MICHAELS","MD","TELEVISION ADVERTISEMENT BUY - 'LET PEOPLE VOTE'","17-AUG-20","18-AUG-20","18-AUG-20","334590","1","334590"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002885","AMERICAN CIVIL LIBERTIES UNION INC.","202008189261345226","JOE TRIPPI & ASSOCIATES INC.","606A N TALBOT STREET","ST. MICHAELS","MD","TELEVISION ADVERTISEMENT PRODUCTION - 'LET PEOPLE VOTE'","17-AUG-20","18-AUG-20","18-AUG-20","15000","1","15000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003024","AMERICAN FED FOR CHILDREN ACTION FUND-GA LEG IE CMTE","202005299239564943","GO BIG MEDIA","44 CANAL CENTER PLZ","ALEXANDRIA","VA","TV MEDIA BUY-CALDWELL","20-MAY-20","27-MAY-20","27-MAY-20","27000","1","27000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003024","AMERICAN FED FOR CHILDREN ACTION FUND-GA LEG IE CMTE","202005299239564943","GO BIG MEDIA","44 CANAL CENTER PLZ","ALEXANDRIA","VA","TV MEDIA BUY-LIBERAL BEACH","20-MAY-20","27-MAY-20","27-MAY-20","33000","1","33000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003024","AMERICAN FED FOR CHILDREN ACTION FUND-GA LEG IE CMTE","202009179267231046","GO BIG MEDIA","44 CANAL CENTER PLAZA","ALEXANDRIA","VA","TV MEDIA BUY-CALDWELL","20-MAY-20","27-MAY-20","27-MAY-20","27000","1","27000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003024","AMERICAN FED FOR CHILDREN ACTION FUND-GA LEG IE CMTE","202009179267231046","GO BIG MEDIA","44 CANAL CENTER PLAZA","ALEXANDRIA","VA","TV MEDIA BUY-LIBERAL BEACH","20-MAY-20","27-MAY-20","27-MAY-20","33000","1","33000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003057","CAMPAIGN FOR SUSTAINABLE RX PRICING","202008059261235175","PLUS COMMUNICATIONS","3001 WASHINGTON BLVD 7TH FLOOR","ARLINGTON","VA","MEDIA PRODUCTION AND MEDIA PLACEMENT","04-AUG-20","04-AUG-20","04-AUG-20","115095","1","115095"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003008","DEFENDING DEMOCRACY TOGETHER","202005129232671996","EFFECTV","PO BOX 415949","BOSTON","MA","BROADCAST TELEVISION ADVERTISING KING TRUMP","11-MAY-20","11-MAY-20","11-MAY-20","6460","1","6460"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003008","DEFENDING DEMOCRACY TOGETHER","202005129232671996","EXTREME REACH INC","28540 NETWORK PL","CHICAGO","IL","BROADCAST TELEVISION ADVERTISING KING TRUMP","11-MAY-20","11-MAY-20","11-MAY-20","50","1","50"
"P80001571","TRUMP, DONALD J.","P","US","00","C30003008","DEFENDING DEMOCRACY TOGETHER","202005129232671997","LONGWELL PARTNERS INC","925 15TH ST NW","WASHINGTON","DC","ADVERTISING PRODUCTION KING TRUMP","11-MAY-20","11-MAY-20","11-MAY-20","15000","1","15000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202008219266862306","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'TRUMP'","01-JUL-20","20-AUG-20","20-AUG-20","17401.72","1","17401.72"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202008219266862306","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'TRUMP'","19-AUG-20","20-AUG-20","20-AUG-20","22540","1","22540"
"S4CO00395","GARDNER, CORY","S","CO","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984684","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SHORT CUT'","25-SEP-20","29-SEP-20","29-SEP-20","1045986.49","5","209197.3"
"S4IA00129","ERNST, JONI K","S","IA","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984684","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SHORT CUT'","25-SEP-20","29-SEP-20","29-SEP-20","1045986.49","5","209197.3"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984684","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SHORT CUT'","25-SEP-20","29-SEP-20","29-SEP-20","1045986.49","5","209197.3"
"S4NC00162","TILLIS, THOM R. SEN.","S","NC","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984684","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SHORT CUT'","25-SEP-20","29-SEP-20","29-SEP-20","1045986.49","5","209197.3"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984684","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SHORT CUT'","25-SEP-20","29-SEP-20","29-SEP-20","1045986.49","5","209197.3"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984685","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SHORT CUT'","29-SEP-20","29-SEP-20","29-SEP-20","21207.35","5","4241.47"
"S4CO00395","GARDNER, CORY","S","CO","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984685","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SHORT CUT'","29-SEP-20","29-SEP-20","29-SEP-20","21207.35","5","4241.47"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984685","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SHORT CUT'","29-SEP-20","29-SEP-20","29-SEP-20","21207.35","5","4241.47"
"S4NC00162","TILLIS, THOM R. SEN.","S","NC","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984685","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SHORT CUT'","29-SEP-20","29-SEP-20","29-SEP-20","21207.35","5","4241.47"
"S4IA00129","ERNST, JONI K","S","IA","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202009309284984685","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SHORT CUT'","29-SEP-20","29-SEP-20","29-SEP-20","21207.35","5","4241.47"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099291","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SWOOP' AND 'SHORT CUT'","07-OCT-20","07-OCT-20","07-OCT-20","989971.51","5","197994.3"
"S4CO00395","GARDNER, CORY","S","CO","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099291","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SWOOP' AND 'SHORT CUT'","07-OCT-20","07-OCT-20","07-OCT-20","989971.51","5","197994.3"
"S4IA00129","ERNST, JONI K","S","IA","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099291","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SWOOP' AND 'SHORT CUT'","07-OCT-20","07-OCT-20","07-OCT-20","989971.51","5","197994.3"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099291","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SWOOP' AND 'SHORT CUT'","07-OCT-20","07-OCT-20","07-OCT-20","989971.51","5","197994.3"
"S4NC00162","TILLIS, THOM R. SEN.","S","NC","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099291","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'SWOOP' AND 'SHORT CUT'","07-OCT-20","07-OCT-20","07-OCT-20","989971.51","5","197994.3"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099292","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SWOOP'","08-OCT-20","08-OCT-20","07-OCT-20","14962.29","5","2992.46"
"S4CO00395","GARDNER, CORY","S","CO","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099292","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SWOOP'","08-OCT-20","08-OCT-20","07-OCT-20","14962.29","5","2992.46"
"S4IA00129","ERNST, JONI K","S","IA","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099292","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SWOOP'","08-OCT-20","08-OCT-20","07-OCT-20","14962.29","5","2992.46"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099292","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SWOOP'","08-OCT-20","08-OCT-20","07-OCT-20","14962.29","5","2992.46"
"S4NC00162","TILLIS, THOM R. SEN.","S","NC","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010099285099292","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'SWOOP'","08-OCT-20","08-OCT-20","07-OCT-20","14962.29","5","2992.46"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010179297137450","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'EVERYWHERE'","16-OCT-20","16-OCT-20","16-OCT-20","1598138.92","1","1598138.92"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","202010179297137450","SKDKNICKERBOCKER, LLC","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISING PRODUCTION - 'EVERYWHERE'","16-OCT-20","16-OCT-20","16-OCT-20","22352.3","1","22352.3"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30003040","DEMOCRACY FOR ALL 2021 ACTION A PROJECT OF SIXTEEN THIRTY FUND","202007149244555580","CHONG KOSTER LLC","1640 RHODE ISLAND NW","WASHINGTON","DC","MEDIA PRODUCTION - 'COVID-19'","13-JUL-20","13-JUL-20","13-JUL-20","4798.5","1","4798.5"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30003040","DEMOCRACY FOR ALL 2021 ACTION A PROJECT OF SIXTEEN THIRTY FUND","202007149244555580","CHONG KOSTER LLC","1640 RHODE ISLAND NW","WASHINGTON","DC","TELEVISION ADVERTISING BUY - 'COVID-19'","13-JUL-20","13-JUL-20","13-JUL-20","100573","1","100573"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955422","ESCOBEDO, JONATHAN","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955422","NAVARRETE, GABRIEL","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955423","LOAEZA, DAVID","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955423","MARTINEZ, MIDI","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955424","MARTINEZ, KIMBERLY","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955424","MARTINEZ, MAYRA","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955425","MARTINEZ, YELITZA","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955425","OZUNA, JENNIFER","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955426","MARTINEZ, JIREH","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955426","PEREZ, ERICK","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955427","MEDINA, YOSELINE","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","60","1","60"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955427","MARKHAM, FRANCISCO","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955428","MORA, MONICA","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955428","MORA, JULIO","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"","","","","","C30003222","DREAMS IN ACTION NM","202010169296955429","MORA, ELIZABETH","625 SILVER AV. SW SUITE 320","ALBUQUERQUE","NM","CANVASSING","15-OCT-20","15-OCT-20","15-OCT-20","120","1","120"
"S6VA00093","WARNER, MARK ROBERT","S","VA","00","C30003255","FAIRMAPSVIRGINIA","202010269336531641","POTOMAC WAVES LLC","3000 K ST. NW","WASHINGTON","DC","RADIO PRODUCTION","23-OCT-20","24-OCT-20","24-OCT-20","5146.06","1","5146.06"
"S6VA00093","WARNER, MARK ROBERT","S","VA","00","C30003255","FAIRMAPSVIRGINIA","202010269336531641","POTOMAC WAVES LLC","3000 K ST. NW","WASHINGTON","DC","RADIO PLACEMENT","23-OCT-20","24-OCT-20","24-OCT-20","3053.94","1","3053.94"
"S0GA00526","LOEFFLER, KELLY","S","GA","00","C30003214","GEORGIA'S NOT BUYING IT INC.","202010169296955420","MAYHEM MEDIA","226 S FAYETTE STREET","ALEXANDRIA","VA","POST PRODUCTION FOR TV ADVERTISEMENT PERMISSION","13-OCT-20","16-OCT-20","16-OCT-20","11125","1","11125"
"S0GA00526","LOEFFLER, KELLY","S","GA","00","C30003214","GEORGIA'S NOT BUYING IT INC.","202010169296955420","NEBO MEDIA","PO BOX 9825","ARLINGTON","VA","MEDIA BUY FOR TV ADVERTISEMENT PERMISSION","14-OCT-20","16-OCT-20","16-OCT-20","151639","1","151639"
"S2MT00096","DAINES, STEVE","S","MT","00","C30003099","HEALTH CARE VOTER A PROJECT OF THE SIXTEEN THIRTY FUND","202009089267120379","ETHICA MEDIA LLC","1225 FRANKLIN AVENUE","GARDEN CITY","NY","RADIO ADVERTISING BUY AND PRODUCTION - 'CLEAR' AND 'VALUES'","02-SEP-20","04-SEP-20","04-SEP-20","425000","1","425000"
"P80001571","TRUMP, DONALD J.","P","US","00","C30002984","ILLINOIS JUSTICE & PUBLIC SAFETY PAC","202004279232295780","BERLIN ROSEN LTD.","15 MAIDEN LANE","NEW YORK","NY","TELEVISION & DIGITAL ADVERTISEMENT - ACTIONS SPEAK LOUDER","06-MAR-20","07-MAR-20","07-MAR-20","798650","1","798650"
