CANDIDATE_ID,CANDIDATE_NAME,CANDIDATE_OFFICE,CANDIDATE_STATE,CANDIDATE_DISTRICT,COMMITTEE_ID,COMMITTEE_NAME,SB_IMAGE_NUM,PAYEE_NAME,PAYEE_STREET,PAYEE_CITY,PAYEE_STATE,DISBURSEMENT_DESCRIPTION,DISBURSEMENT_DATE,COMMUNICATION_DATE,PUBLIC_DISBURSEMENT_DATE,REPORTED_DISBURSEMENT_AMOUNT,NUMBER_OF_CANDIDATES,CALCULATED_CANDIDATE_SHARE
"P80003338","OBAMA, BARACK","P","US","00","C30001176","AMERICAN ENERGY ALLIANCE","12940747959","MENTZER MEDIA SERVICES INC.","600 FAIRMONT AVENUE","TOWSON","MD","TV AD BUY - STAND WITH COAL","30-OCT-12","01-NOV-12","01-NOV-12","214000","1","214000"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970126825","MCCARTHY HENNINGS MEDIA INC.","1850 M STREET NW","WASHINGTON","DC","MEDIA PRODUCTION (REAL STATE)","17-JAN-12","24-JAN-12","24-JAN-12","243.77","1","243.77"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970126825","MENTZER MEDIA","600 FAIRMOUNT AVE SUITE 306","TOWSON","MD","MEDIA PLACEMENT (REAL STATE)","23-JAN-12","24-JAN-12","24-JAN-12","1764.71","1","1764.71"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970126829","MCCARTHY HENNINGS MEDIA INC.","1850 M STREET NW SUITE 235","WASHINGTON","DC","MEDIA PRODUCTION (REAL STATE)","17-JAN-12","24-JAN-12","24-JAN-12","243.77","1","243.77"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970126829","MENTZER MEDIA","600 FAIRMOUNT AVENUE SUITE 306","TOWSON","MD","MEDIA PLACEMENT (REAL STATE)","23-JAN-12","24-JAN-12","24-JAN-12","1764.71","1","1764.71"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970127185","MCCARTHY HENNINGS MEDIA INC","1850 M STREET NW","WASHINGTON","DC","MEDIA PRODUCTION (REAL STATE)","17-JAN-12","24-JAN-12","24-JAN-12","243.77","1","243.77"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970127185","MENTZER MEDIA","600 FAIRMOUNT AVE SUITE 306","TOWSON","MD","MEDIA PLACEMENT (REAL STATE)","23-JAN-12","24-JAN-12","24-JAN-12","1764.71","1","1764.71"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970127354","MCCARTHY HENNINGS MEDIA INC.","1850 M STREET NW","WASHINGTON","DC","MEDIA PRODUCTION (REAL STATE)","17-JAN-12","24-JAN-12","24-JAN-12","243.77","1","243.77"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970127354","MENTZER MEDIA","600 FAIRMOUNT AVE.","TOWSON","MD","MEDIA PLACEMENT (REAL STATE)","23-JAN-12","24-JAN-12","24-JAN-12","1764.71","1","1764.71"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970533493","RICHARD SALES MEDIA","9010 SOUTH 10TH STREET","PHOENIX","AZ","MEDIA PRODUCTION (WALL STREET)","24-FEB-12","07-MAR-12","07-MAR-12","181.82","1","181.82"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970533493","MENTZER MEDIA","600 FAIRMONT AVENUE","TOWSON","MD","MEDIA PLACEMENT (WALL STREET)","24-FEB-12","07-MAR-12","07-MAR-12","29023.81","1","29023.81"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970533508","RICHARD SALES MEDIA","9010 SOUTH 10TH STREET","PHOENIX","AZ","MEDIA PRODUCTION (WALL STREET)","24-FEB-12","07-MAR-12","07-MAR-12","181.82","1","181.82"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12970533508","MENTZER MEDIA","600 FAIRMONT AVENUE","TOWSON","MD","MEDIA PLACEMENT (WALL STREET)","24-FEB-12","07-MAR-12","07-MAR-12","29023.81","1","29023.81"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12972459145","MH MEDIA LLC","7801 NORFOLK AVENUE","BETHESDA","MD","TV AD PRODUCTION & PLACEMENT: LITTLE","27-SEP-12","03-OCT-12","03-OCT-12","400000","1","400000"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12972490861","MH MEDIA LLC","7801 NORFOLK AVENUE","BETHESDA","MD","TV AD PLACEMENT: LITTLE","09-OCT-12","09-OCT-12","09-OCT-12","100000","1","100000"
"P80003338","OBAMA, BARACK","P","US","00","C30001028","AMERICAN FUTURE FUND","12940743646","SOMETHING ELSE STRATEGIES MEDIA &","112 LANTERN RIDGE DRIVE","EASLEY","SC","TV AD PRODUCTION & PLACEMENT: STRONG","24-OCT-12","26-OCT-12","26-OCT-12","350000","1","350000"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","13031013321","BULLHORN COMMUNICATION","3320 TEARDROP CIR","COLORADO SPRINGS","CO","PRODUCTION AND PLACEMENT OF RADIO AD ","09-OCT-12","09-OCT-12","12-OCT-12","4410","1","4410"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","13031013321","TARGET ENTERPRISES LLC","15260 VENTURA BLVD STE 1240","SHERMAN OAKS","CA","PRODUCTION AND PLACEMENT OF RADIO AD","12-OCT-12","12-OCT-12","12-OCT-12","160662","1","160662"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","13031013322","TARGET ENTERPRISES LLC","15260 VENTURA BLVD STE 1240","SHERMAN OAKS","CA","PRODUCTION AND PLACEMENT OF RADIO AD","12-OCT-12","12-OCT-12","12-OCT-12","27000","1","27000"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740517","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740518","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740519","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740519","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740520","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740521","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740522","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740522","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740523","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740523","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740525","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740525","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740526","MENTZER MEDIA","32 YORK ROAD","TOWSON","MD","PLACEMENT OF OBAMA V REAGAN-BIRTHDAY","03-FEB-12","06-FEB-12","06-FEB-12","3921","1","3921"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740526","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740529","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030740532","RICHARD SALES MEDIA","9010 S 10TH STREET","PHOENIX","AZ","PRODUCTION OF OBAMA V REAGAN-BIRTHDAY","06-FEB-12","06-FEB-12","06-FEB-12","58","1","58"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030890343","TARGET ENTERPRISES, LLC","15260 VENTURA BLVD SUITE 1240","SHERMAN OAKS","CA","PLACEMENT OF RADIO ADVERTISEMENT","20-SEP-12","24-SEP-12","24-SEP-12","200963","1","200963"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12030890343","TARGET ENTERPRISES, LLC","15260 VENTURA BLVD SUITE 1240","SHERMAN OAKS","CA","PRODUCTION OF RADIO ADVERTISEMENT","24-SEP-12","24-SEP-12","24-SEP-12","3550","1","3550"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12954273375","TARGET ENTERPRISE LLC","15260 VENTURA BLVD.","SHERMAN OAKS","CA","PLACEMENT OF RADIO ADVERTISEMENT (AFP-PA HEALTHCARE RALLY)","26-SEP-12","27-SEP-12","01-OCT-12","9990","1","9990"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12954273375","TARGET ENTERPRISE LLC","15260 VENTURA BLVD.","SHERMAN OAKS","CA","PLACEMENT OF RADIO ADVERTISEMENT (OWE IT)","20-SEP-12","01-OCT-12","01-OCT-12","332044.88","1","332044.88"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972461659","DAVIS MEDIA LLC","122 CINEMA DRIVE","WILMINGTON","NC","PRODUCTION AND PLACEMENT OF RADIO ADVERTISEMENT (AMERICANS FOR PROSPERITY CANVASSING)","03-OCT-12","04-OCT-12","04-OCT-12","650","1","650"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972461659","THE AFTERNOON CONSTITUTIONAL LLC","1150 PEPSI PLACE SUITE 300","CHARLOTTESVILLE","VA","PLACEMENT OF RADIO ADVERTISEMENT (OWE IT)","02-OCT-12","05-OCT-12","04-OCT-12","675","1","675"
"S8NE00067","KERREY, J ROBERT","S","NE","00","C30001051","AMERICANS FOR PROSPERITY","12972461660","STRATEGIC MEDIA PLACEMENT INC.","7669 STAGERS LOOP","DELAWARE","OH","PRODUCTION OF TELEVISION ADVERTISMENT (CAN'T TAKE IT)","03-OCT-12","04-OCT-12","04-OCT-12","2000","1","2000"
"S8NE00067","KERREY, J ROBERT","S","NE","00","C30001051","AMERICANS FOR PROSPERITY","12972461660","STRATEGIC MEDIA PLACEMENT","7669 STAGERS LOOP","DELAWARE","OH","PLACEMENT OF TELEVISION ADVERTISEMENT (CAN'T TAKE IT)","04-OCT-12","04-OCT-12","04-OCT-12","142500","1","142500"
"S8NE00067","KERREY, J ROBERT","S","NE","00","C30001051","AMERICANS FOR PROSPERITY","12972461661","STRATEGIC MEDIA PLACEMENT","7669 STAGERS LOOP","DELAWARE","OH","ALLOCATED PRODUCTION COSTS OF TELEVISION ADVERTISEMENT (CAN'T TAKE IT)","04-JUN-12","04-OCT-12","04-OCT-12","12500","1","12500"
"S2WI00219","BALDWIN, TAMMY","S","WI","00","C30001051","AMERICANS FOR PROSPERITY","12972461661","MENTZER MEDIA SERVICES INC.","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","PLACEMENT OF TELEVISION ADVERTISMENT (HAVE YOU SEEN)","03-OCT-12","05-OCT-12","04-OCT-12","1002620.6","1","1002620.6"
"S2WI00219","BALDWIN, TAMMY","S","WI","00","C30001051","AMERICANS FOR PROSPERITY","12972461662","MCCARTHY HENNINGS MEDIA INC.","1850 M STREET NW SUITE 235","WASHINGTON","DC","ALLOCATED PRODUCTION COSTS OF TELEVISION ADVERTISEMENT (HAVE YOU SEEN)","24-AUG-12","05-OCT-12","04-OCT-12","7938.25","1","7938.25"
"S2WI00219","BALDWIN, TAMMY","S","WI","00","C30001051","AMERICANS FOR PROSPERITY","12972461662","MCCARTHY HENNINGS MEDIA INC.","1850 M STREET NW SUITE 235","WASHINGTON","DC","PRODUCTION OF TELEVISION ADVERTISEMENT (HAVE YOU SEEN)","04-OCT-12","05-OCT-12","04-OCT-12","2789.84","1","2789.84"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972706130","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PLACEMENT OF RADIO AD SCRIPT (OWE IT) TO BE READ BY STATIONS","12-OCT-12","12-OCT-12","15-OCT-12","5990","1","5990"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972706130","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PRODUCTION OF RADIO AD (OWE IT) (RECORDED VERSION)","16-OCT-12","15-OCT-12","15-OCT-12","3500","1","3500"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972706131","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PLACEMENT OF RADIO AD (OWE IT) (RECORDED VERSION)","20-SEP-12","15-OCT-12","15-OCT-12","369235.11","1","369235.11"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972721587","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PLACEMENT OF RADIO AD (FAILING AGENDA)","15-OCT-12","16-OCT-12","17-OCT-12","5595","1","5595"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972721587","THE RENAISSANCE NETWORK","5652 CAMBRIDGE BAY DR.","CHARLOTTE","NC","PLACEMENT OF RADIO AD (OBAMA FAILING AGENDA)","17-OCT-12","17-OCT-12","17-OCT-12","300","1","300"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12972721588","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PRODUCTION AND PLACEMENT OF RADIO AD (COAL PA)","16-OCT-12","17-OCT-12","17-OCT-12","12656.56","1","12656.56"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12960683755","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","RADIO AD PLACEMENT (FAILING AGENDA - HAMILTON MT)","15-OCT-12","19-OCT-12","22-OCT-12","924","1","924"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12960683755","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","RADIO AD PLACEMENT (FAILING AGENDA - HELENA, MT)","15-OCT-12","19-OCT-12","22-OCT-12","608","1","608"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12960683756","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","RADIO AD PLACEMENT (FAILING AGENDA - MISSOULA, MT)","15-OCT-12","19-OCT-12","22-OCT-12","1707","1","1707"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12960683756","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","RADIO AD PLACEMENT (FAILING AGENDA - KALISPELL, MT)","15-OCT-12","19-OCT-12","22-OCT-12","1116","1","1116"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12960683757","EMMIS ST. LOUIS","401 S. 18 ST. SUITE 100","ST. LOUIS","MO","RADIO AD PLACEMENT (GAS PRICE ROLLBACK - KFTK)","19-OCT-12","22-OCT-12","22-OCT-12","3610","1","3610"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12960683757","EMMIS ST. LOUIS","401 S. 18TH ST. SUITE 100","ST. LOUIS","MO","RADIO AD PLACEMENT (GAS PRICE ROLLBACK - KPNT","19-OCT-12","22-OCT-12","22-OCT-12","3050","1","3050"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12940449147","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PRODUCTION AND PLACEMENT OF TV AD (WAYNE)","25-OCT-12","24-OCT-12","24-OCT-12","36250","1","36250"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12940449147","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PRODUCTION AND PLACEMENT OF TV AD (WAYNE VA)","25-OCT-12","24-OCT-12","24-OCT-12","46280","1","46280"
"S2WI00219","BALDWIN, TAMMY","S","WI","00","C30001051","AMERICANS FOR PROSPERITY","12940741299","MENTZER MEDIA","600 FAIRMOUNT AVE. SUITE 306","TOWSON","MD","PLACEMENT OF TV AD (HAVE YOU SEEN)","23-OCT-12","25-OCT-12","25-OCT-12","460000","1","460000"
"P80003338","OBAMA, BARACK","P","US","00","C30001051","AMERICANS FOR PROSPERITY","12940746861","TARGET ENTERPRISES LLC","15260 VENTURA BLVD. SUITE 1240","SHERMAN OAKS","CA","PLACEMENT OF RADIO AD (OWE IT)","20-SEP-12","29-OCT-12","29-OCT-12","166773.18","1","166773.18"
