CANDIDATE_ID,CANDIDATE_NAME,CANDIDATE_OFFICE,CANDIDATE_STATE,CANDIDATE_DISTRICT,COMMITTEE_ID,COMMITTEE_NAME,SB_IMAGE_NUM,PAYEE_NAME,PAYEE_STREET,PAYEE_CITY,PAYEE_STATE,DISBURSEMENT_DESCRIPTION,DISBURSEMENT_DATE,COMMUNICATION_DATE,PUBLIC_DISBURSEMENT_DATE,REPORTED_DISBURSEMENT_AMOUNT,NUMBER_OF_CANDIDATES,CALCULATED_CANDIDATE_SHARE
"S8MS00261","HYDE-SMITH, CINDY","S","MS","00","C30002885","AMERICAN CIVIL LIBERTIES UNION INC.","201811189133690226","JOE TRIPPI & ASSOCIATES INC.","606A N TALBOT STREET","ST. MICHAELS","MD","RADIO ADVERTISEMENT BUY - HISTORY","16-NOV-18","17-NOV-18","17-NOV-18","15000","1","15000"
"H4VA10089","COMSTOCK, BARBARA","H","VA","10","C30002935","ATU-COPE SPECIAL HOLDING ACCOUNT","201812119142290398","FINGERHUT CAMPAIGNS","307 YOAKUM PARKWAY #1409","ALEXANDRIA","VA","RADIO ADVERTISING (LEWMAN.TAG.COMSTOCK)","26-OCT-18","26-OCT-18","26-OCT-18","50200","1","50200"
"H2HI02508","GABBARD, TULSI","H","HI","02","C30002794","BE CHANGE NOW","201807259119315501","PUTNAM PARTNERS","1100 VERMONT AVE NW","WASHINGTON","DC","AD PRODUCTION - DON'T FORGET (ESTIMATE)","09-JUL-18","23-JUL-18","23-JUL-18","13459","1","13459"
"H2HI02508","GABBARD, TULSI","H","HI","02","C30002794","BE CHANGE NOW","201807259119315501","BUYING TIME LLC","650 MASSACHUSETTS AVE NW","WASHINGTON","DC","RADIO AD BUY - DON'T FORGET (ESTIMATE)","19-JUL-18","23-JUL-18","23-JUL-18","35737.07","1","35737.07"
"H2HI02508","GABBARD, TULSI","H","HI","02","C30002794","BE CHANGE NOW","201807299119329021","BUYING TIME LLC","650 MASSACHUSETTS AVE NW","WASHINGTON","DC","RADIO AD BUY - DON'T FORGET (ESTIMATE)","23-JUL-18","28-JUL-18","28-JUL-18","27595.5","1","27595.5"
"H2HI02508","GABBARD, TULSI","H","HI","02","C30002794","BE CHANGE NOW","201808069119369094","BUYING TIME LLC","650 MASSACHUSETTS AVE NW","WASHINGTON","DC","RADIO AD BUY - DON'T FORGET (ESTIMATE)","31-JUL-18","04-AUG-18","04-AUG-18","54561","1","54561"
"","","","","","C30002943","BLACK VOTERS MATTER FUND INC","201903209145851568","WJZD-FM","PO BOX 6216","GULFPORT","MS","RADIO AD - MISSISSIPPI SENATE ELECTION","21-NOV-18","21-NOV-18","22-NOV-18","11055","1","11055"
"","","","","","C30002943","BLACK VOTERS MATTER FUND INC","201903209145851568","ALPHA MEDIA LLC","731 S PEAR ORCHARD RD STE 27","RIDGELAND","MS","RADIO AD - MISSISSIPPI SENATE ELECTION","21-NOV-18","21-NOV-18","22-NOV-18","4995","1","4995"
"","","","","","C30002943","BLACK VOTERS MATTER FUND INC","201903209145852307","FACEBOOK","1 FACEBOOK WAY","MENLO PARK","CA","DIGITAL AD - MISSISSIPPI SENATE ELECTION","24-NOV-18","24-NOV-18","24-NOV-18","5635","1","5635"
"","","","","","C30002943","BLACK VOTERS MATTER FUND INC","201903209145852307","PHOENIX MEDIA GROUP","PO BOX 145","BRANDON","MS","RADIO AD - MISSISSIPPI SENATE ELECTION","24-NOV-18","24-NOV-18","24-NOV-18","1000","1","1000"
"","","","","","C30002943","BLACK VOTERS MATTER FUND INC","201903209145852308","WBAD/WESY","PO BOX 4426","GREENVILLE","MT","RADIO AD - MS SENATE ELECTION","24-NOV-18","24-NOV-18","24-NOV-18","1374","1","1374"
"","","","","","C30002943","BLACK VOTERS MATTER FUND INC","201811269133808089","FACEBOOK","1 FACEBOOK WAY","MENLO PARK","CA","DIGITAL ADVERTISING","24-NOV-18","24-NOV-18","","5635","1","5635"
"","","","","","C30002919","CITIZEN ACTION OF NEW JERSEY","201812149143521425","POLLACK, MARISA","44 CONEFLOWER LANE","WEST WINDSOR","NJ","SALARY/TRAVEL EXPENSES","25-OCT-18","25-OCT-18","25-OCT-18","51.92","2","25.96"
"","","","","","C30002919","CITIZEN ACTION OF NEW JERSEY","201812149143521425","MONTES, JEROME","PO BOX 6914","LAWRENCEVILLE","NJ","SALARY EXPENSE","25-OCT-18","25-OCT-18","25-OCT-18","81.43","1","81.43"
"","","","","","C30002919","CITIZEN ACTION OF NEW JERSEY","201812149143521426","BOHM, LUKE","340 EAYRESTOWN ROAD","SOUTHAMPTON","NJ","SALARY/TRAVEL EXPENSES","25-OCT-18","25-OCT-18","25-OCT-18","48.95","1","48.95"
"","","","","","C30002919","CITIZEN ACTION OF NEW JERSEY","201812149143521426","VARDEMAN, ANN","208 GRAHAM STREET","HIGHLAND PARK","NJ","SALARY/TRAVEL EXPENSES","25-OCT-18","25-OCT-18","25-OCT-18","86.53","1","86.53"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143568354","VARDEMAN, ANN","208 GRAHAM STREET","HIGHLAND PARK","NJ","PAYROLL/SUPPLIES ANDY KIM WILL PROTECT OUR HEALTH CARE","03-NOV-18","03-NOV-18","03-NOV-18","428.55","1","428.55"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143568354","COLLINSGRU, MAURA","825 MORGAN AVENUE","PALMYRA","NJ","STAMPS - ANDY KIM WILL PROTECT OUR HEALTH CARE","03-NOV-18","03-NOV-18","03-NOV-18","525","1","525"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143570666","MOTTOLA JABORSKA, DENA","1532 RIVERSIDE DRIVE","TRENTON","NJ","SALARY/TRAVEL  VOTE FOR TOM MALINOWSKI THE CHANGE WOMEN NEED","04-NOV-18","04-NOV-18","04-NOV-18","290.15","1","290.15"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143570666","MONTES, JEROME","PO BOX 6914","LAWRENCEVILE","NJ","SALARY/TRAVEL VOTE TOM MALINOWSKI THE CHANGE WOMENNEED","04-NOV-18","04-NOV-18","04-NOV-18","102.42","1","102.42"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143570667","POLLACK, MARISA OF","44 CONEFLOWER LANE","WEST WINDSOR","NJ","SALARY/TRAVEL VOTE TOM MALINOWSKI THE CHANGE WOMEN NEED","04-NOV-18","04-NOV-18","04-NOV-18","101.62","1","101.62"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143570667","SANTANA, MARIELA","168 ELMHURST AVE","ISELIN","NJ","SALARY/TRAVEL VOTE FOR TOM MALINOWSKI THE CHANGE WOMEN NEED","04-NOV-18","04-NOV-18","04-NOV-18","139.68","1","139.68"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143581838","PERRY, LYNN","59 MAIN STREET","PEAPACK","NJ","SALARY - ANDY KIM WILL PROTECT OUR HEALTH CARE","06-NOV-18","06-NOV-18","06-NOV-18","75.11","1","75.11"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143581838","VARDEMAN, ANN","208 GRAHAM STREET","HIGHLAND PARK","NJ","SALARY - ANDY KIM WILL PROTECT OUR HEALTH CARE","06-NOV-18","06-NOV-18","06-NOV-18","274.6","1","274.6"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143581831","UNISERVE INCORPORATED","37 HWY 35 SOUTH","NEPTUNE CITY","NJ","BUTTONS - WE WIN WHEN WOMEN VOTE","02-NOV-18","02-NOV-18","02-NOV-18","229.63","2","114.82"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143581822","VARDEMAN, ANN","208 GRAHAM STREET","HIGHLAND PARK","NJ","PAYROLL/TRAVEL ANDY KIM WILL PROTECT OUR HEALTH CARE","02-NOV-18","02-NOV-18","02-NOV-18","110.07","1","110.07"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812189143581822","COLLINSGRU, MAURA OF","825 MORGAN AVENUE","PALMYRA","NJ","PAYROLL/TRAVEL ANDY KIM WILL PROTECT OUR HEALTH CARE","02-NOV-18","02-NOV-18","02-NOV-18","134.62","1","134.62"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143590107","POLLACK, MARISA","44 CONEFLOWER LANE","WEST WINDSOR","NJ","SALARY/VOTE TOM MALINOWSKI - THE CHANGE WOMEN NEED","06-NOV-18","06-NOV-18","06-NOV-18","113.76","1","113.76"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143590107","MONTES, JEROME","PO BOX 6914","LAWRENCEVILE","NJ","SALARY/VOTE TOM MALINOWSKI - THE CHANGE WOMEN NEED","06-NOV-18","06-NOV-18","06-NOV-18","75.17","1","75.17"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593406","LAMBE, SANDY","801 PENNSYLVANIA AVENUE","CHERRY HILL","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","103.79","1","103.79"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593406","NACKMAN, WENDE","1 BLATHERWICK DRIVE","BERLINE","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","128.93","1","128.93"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593407","BROWN RUGGIA, BEVERLY","42 BOWERS STREET","JERSEY CITY","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","120","1","120"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593407","MONTERO-HUNT, OLGA","317 JEFFERSON STREET  APT 10","NEWARK","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","93.21","1","93.21"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593408","VARDEMAN, ANN","208 GRAHAM STREET","HIGHLAND PARK","NJ","SALARY/TRAVEL/SUPPLIES- ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","253.26","1","253.26"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593408","PERRY, LYNN","59 MAIN STREET","PEAPACK","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","131.45","1","131.45"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593409","MCMAHON, DIANE","740 EATON STREET","ELIZABETH","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","99.19","1","99.19"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812209143593409","FERNANDEZ, MEGAN","11 BRIER COURT","NEW PROVIDENCE","NJ","PAYROLL/ANDY KIM WILL PROTECT OUR HEALTHCARE","05-NOV-18","05-NOV-18","05-NOV-18","85.32","1","85.32"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133853295","MOTTOLA JABORSKA, DENA","1532 RIVERSIDE DRIVE","TRENTON","NJ","SALARYTRAVEL EXPENSES","18-OCT-18","18-OCT-18","18-OCT-18","363.59","1","363.59"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133853295","MONTES, JEROME","PO BOX 6914","LAWRENCEVILE","NJ","SALARY/TRAVEL EXPENSES","18-OCT-18","18-OCT-18","18-OCT-18","101.47","1","101.47"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133853296","FERNANDEZ, MEGAN","11 BRIER COURT","NEW PROVIDENCE","NJ","SALARY/TRAVEL EXPENSE","18-OCT-18","18-OCT-18","18-OCT-18","62.77","1","62.77"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860886","ROYAL PRINTING","PO BOX 1000","WEST NEW YORK","NJ","PRINTING OF T-SHIRTS","23-OCT-18","23-OCT-18","23-OCT-18","799.69","2","399.85"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860886","SMITH, AMANDA","430 MAGNOLIA STREET APT 2","HIGHLAND PARK","NJ","SALARY/FOOD EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","380.77","1","380.77"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860887","PERRY, LYNN","59 MAIN STREET","PEAPACK","NJ","SALARY EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","150.23","1","150.23"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860887","DEMPEWOLF, THERESA","54 WEXFORD DRIVE","MONMOUTH JUNCTION","NJ","SALARY EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","172.77","1","172.77"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860888","ARTHURS MURPHY, CHARMAINE","242 RENNER AVENUE","NEWARK","NJ","SALARY EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","80.37","1","80.37"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860888","HARPER, CANDACE","35 CAMINO COURT","SICKLERVILLE","NJ","SALARY EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","72.95","1","72.95"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860889","ANDERSN, NAOMI","220 STUYVESANT AVE","NEWARK","NJ","SALARY EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","151.74","1","151.74"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860889","JAVED, SOFIA","64 CEDAR LANE APT D","HIGHLAND PARK","NJ","SALARY EXPENSE","23-OCT-18","23-OCT-18","23-OCT-18","29.06","1","29.06"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201811289133860890","POLLACK, MARISSA","44 CONEFLOWER LANE","WEST WINDSOR","NJ","POSTCARDS/STAMPS","23-OCT-18","23-OCT-18","23-OCT-18","816.99","1","816.99"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918238","HOLMES, BONITA","84 SOUTH 10TH STREET","NEWARK","NJ","PAYROLL/SUPPLIES","26-OCT-18","26-OCT-18","26-OCT-18","419.96","1","419.96"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918238","AMIRHAMZEH, LEILA","115 POLIFLY ROAD","HACKENSACK","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","226.98","1","226.98"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918239","MAAS, MICHELLE","26 BABCOCK PLACE","WEST ORANGE","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","108.58","1","108.58"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918239","SALOWE-KAYE, PHYLLIS","527 HILLSIDE TERRACT","WEST ORANGE","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","360.78","1","360.78"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918240","HERNANDEZ, OSCAR","1220 HUDSON STREET APT 427","HOBOKEN","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","128.6","1","128.6"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918240","MONTERO-HUNT, OLGA","317 JEFFERSON STREET  APT 10","NEWARK","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","124.28","1","124.28"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918241","CONTEH, EZEKIEL","98 WINDING WOOD DRIVE APT 4B","SAYREVILLE","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","128.6","1","128.6"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918241","DOMINICI, MARCIA","61 TAYLOR STREET #2","NEWARK","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","104","1","104"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918242","TERRERO, KATHYA","61 TAYLOR STREET #2","NEWARK","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","78","1","78"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918242","MENENDEZ, MARIA","200 WINDSOR STREET","KEARNY","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","88.4","1","88.4"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918243","BROWN RUGGIA, BEVERLY","42 BOWERS STREET","JERSEY CITY","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","160","1","160"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918243","DEMPEWOLF, THERESA","54 WEXFORD DRIVE","MONMOUTH JUNCTION","NJ","POSTAGE","26-OCT-18","26-OCT-18","26-OCT-18","1050","1","1050"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918244","MOTTOLA JABORSKA, DENA","1532 RIVERSIDE DRIVE","TRENTON","NJ","PAYROLL/TRAVEL/SUPPLIES","26-OCT-18","26-OCT-18","26-OCT-18","1142.7","1","1142.7"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918244","POLLACK, MARISA","44 CONEFLOWER LANE","WEST WINDSOR","","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","58.36","1","58.36"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918245","ZEVALLOS, JESSICA","246 HIGHLAND AVENUE  APT 2","KEARNY","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","131.4","1","131.4"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918245","MIRK, PAULA","362 PALISADES #4","JERSEY CITY","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","167.13","1","167.13"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133918246","SANTAN, MARIELA","168 ELMHURST AVE","ISELIN","NJ","PAYROLL","26-OCT-18","26-OCT-18","26-OCT-18","115.7","1","115.7"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133914575","MOTTOLA JABORSKA, DENA","1532 RIVERSIDE DRIVE","TRENTON","NJ","TRAVEL EXPENSE","29-OCT-18","29-OCT-18","29-OCT-18","79.03","1","79.03"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133915541","SMITH, AMANDA","430 MAGNOLIA STREET APT 2","HIGHLAND PARK","NJ","SALARY/SUPPLIES EXPENSE","30-OCT-18","30-OCT-18","30-OCT-18","387.36","1","387.36"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133915541","PERRY, LYNN","59 MAIN STREET","PEAPACK","NJ","SALARY EXPENSE","30-OCT-18","30-OCT-18","30-OCT-18","187.79","1","187.79"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133915542","ARTHURS MURPHY, CHARMAINE","242 RENNER AVENUE","NEWARK","NJ","SALARY EXPENSE","30-OCT-18","30-OCT-18","30-OCT-18","80.37","1","80.37"
